year_manufactured,brand,model,km_tra,fuel,trans,rto,emi,sale_price
2017,Renault,Kwid,55504,Petrol,Auto,Tamil Nadu,5474.0,280000.0
2018,Maruti,IGNIS,6239,Petrol,Manual,Madhya Pradesh,6067.0,344000.0
2021,Maruti,S Cross,31115,Petrol,Manual,Maharashtra,12286.0,696000.0
2023,Maruti,BREZZA,29442,Petrol,Manual,Gujarat,14123.0,825000.0
2015,Nissan,Terrano,95674,Diesel,Manual,Tamil Nadu,11459.0,345000.0
2023,Hyundai,GRAND I10 NIOS,31918,CNG,Manual,Delhi,9974.0,565000.0
2016,Hyundai,Verna,31268,Petrol,Manual,Maharashtra,9432.0,424000.0
2020,Tata,Tiago,75104,Petrol,Manual,Haryana,5719.0,324000.0
2017,Mahindra,KUV 100 NXT,38530,Petrol,Manual,West Bengal,4106.0,210000.0
2018,Jeep,Compass,70787,Petrol,Auto,Maharashtra,12995.0,736000.0
2016,Skoda,Octavia,142130,Petrol,Manual,Gujarat,6569.0,295000.0
2012,Hyundai,i10,100643,Petrol,Manual,Delhi,10573.0,119000.0
2012,Maruti,Swift,85795,Diesel,Manual,Kerala,,240000.0
2018,Honda,City,48398,Petrol,Manual,Haryana,8279.0,469000.0
2017,Honda,Jazz,46899,Petrol,Manual,Karnataka,7964.0,407000.0
2017,Tata,Tiago,54944,Petrol,Manual,Uttar Pradesh,5104.0,261000.0
2015,Hyundai,Elite i20,48369,Petrol,Manual,Kerala,10191.0,387000.0
2021,Hyundai,Creta,92269,Diesel,Manual,Chandigarh,14691.0,858000.0
2017,Maruti,Swift,29045,Petrol,Manual,Delhi,6213.0,318000.0
2022,Tata,NEXON,41875,CNG,Auto,Uttar Pradesh,13593.0,770000.0
2021,Renault,Kwid,35342,Petrol,Manual,Gujarat,4175.0,237000.0
2019,Hyundai,Elite i20,83244,Petrol,Manual,Rajasthan,7235.0,410000.0
2021,Hyundai,GRAND I10 NIOS,13838,Petrol,Manual,Chandigarh,7855.0,445000.0
2015,Hyundai,i10,66370,Petrol,Manual,Delhi,5662.0,215000.0
2016,Maruti,Ciaz,89367,Petrol,Manual,Karnataka,10143.0,456000.0
2020,Renault,TRIBER,31839,Petrol,Manual,Telangana,7379.0,418000.0
2018,Tata,NEXON,70648,Diesel,Manual,Haryana,7898.0,404000.0
2012,Ford,Figo,63222,Petrol,Manual,Karnataka,18658.0,210000.0
2023,Maruti,Baleno,19866,Petrol,Manual,West Bengal,12092.0,685000.0
2019,Maruti,Swift,59051,Petrol,Manual,Kerala,7538.0,427000.0
2014,Hyundai,i10,56193,Petrol,Manual,Delhi,5148.0,155000.0
2021,Skoda,KUSHAQ,32126,Petrol,Auto,Karnataka,16164.0,944000.0
2019,Renault,Kwid,95870,Petrol,Auto,Gujarat,4702.0,266000.0
2018,Maruti,Baleno,13144,Petrol,Manual,Maharashtra,8504.0,482000.0
2017,Mahindra,XUV500,96266,Diesel,Manual,Maharashtra,13480.0,606000.0
2017,Maruti,Alto 800,39580,Petrol,Manual,Telangana,3402.0,174000.0
2015,Maruti,Swift,48444,Petrol,Manual,West Bengal,5552.0,211000.0
2022,MG,ASTOR,42763,Petrol,Auto,Haryana,14934.0,872000.0
2020,Tata,ALTROZ,68542,Petrol,Manual,Madhya Pradesh,8294.0,470000.0
2015,Maruti,Baleno,97193,Petrol,Auto,Telangana,8958.0,340000.0
2016,Maruti,Wagon R 1.0,10987,Petrol,Manual,Maharashtra,5405.0,243000.0
2020,Tata,Tiago,41031,Petrol,Manual,Haryana,6370.0,361000.0
2015,Tata,Zest,89100,Petrol,Manual,Karnataka,6109.0,232000.0
2013,Maruti,Ritz,59393,Petrol,Manual,Andhra Pradesh,9132.0,194000.0
2013,Hyundai,i20,38799,Petrol,Manual,Tamil Nadu,13499.0,287000.0
2014,Maruti,Wagon R 1.0,18557,Petrol,Manual,Uttar Pradesh,6942.0,209000.0
2016,Hyundai,Creta,99170,Petrol,Auto,Rajasthan,12234.0,550000.0
2022,Honda,City,19312,Petrol,Manual,Karnataka,14777.0,863000.0
2018,Maruti,IGNIS,55687,Petrol,Manual,Rajasthan,6620.0,375000.0
2021,Maruti,Ciaz,92897,Petrol,Manual,Chandigarh,11086.0,628000.0
2014,Maruti,Swift,49691,Petrol,Manual,Uttar Pradesh,7307.0,220000.0
2021,Tata,ALTROZ,74084,Petrol,Manual,Telangana,8279.0,469000.0
2022,Maruti,New Wagon-R,64273,Petrol,Manual,Maharashtra,7061.0,400000.0
2017,Maruti,Alto 800,40033,Petrol,Manual,Telangana,3734.0,191000.0
2017,Hyundai,New Elantra,51814,Petrol,Auto,Maharashtra,11984.0,613000.0
2021,Maruti,Baleno,27930,Petrol,Manual,Madhya Pradesh,8821.0,500000.0
2017,Maruti,Dzire,87209,Petrol,Manual,Tamil Nadu,9388.0,480000.0
2014,Hyundai,i10,75832,Petrol,Manual,Maharashtra,7135.0,215000.0
2022,Hyundai,AURA,56755,CNG,Manual,Madhya Pradesh,9919.0,562000.0
2017,Hyundai,Creta,111538,Petrol,Auto,Tamil Nadu,12702.0,571000.0
2016,Honda,City,73305,Petrol,Manual,Uttar Pradesh,8408.0,378000.0
2022,Hyundai,NEW SANTRO,44250,CNG,Manual,Haryana,6727.0,381000.0
2015,Maruti,Ciaz,93649,Petrol,Manual,Gujarat,8409.0,319000.0
2018,Ford,FREESTYLE,68864,Petrol,Manual,Karnataka,7555.0,428000.0
2021,Skoda,KUSHAQ,59379,Petrol,Manual,Gujarat,11033.0,625000.0
2015,Hyundai,Grand i10,78834,CNG,Manual,Gujarat,16016.0,340000.0
2017,Honda,City,66841,Petrol,Auto,Maharashtra,12317.0,630000.0
2017,Ford,New Figo,77672,Petrol,Manual,Karnataka,7431.0,380000.0
2022,Hyundai,GRAND I10 NIOS,136340,CNG,Manual,Maharashtra,10811.0,486000.0
2020,Hyundai,GRAND I10 NIOS,73889,Petrol,Manual,Karnataka,8032.0,455000.0
2014,Honda,Amaze,139533,Petrol,Manual,Maharashtra,7174.0,216000.0
2017,Maruti,Wagon R 1.0,72199,CNG,Auto,Karnataka,7426.0,282000.0
2013,Ford,Ecosport,139659,Diesel,Manual,Tamil Nadu,25233.0,284000.0
2016,Maruti,Swift Dzire,75701,Petrol,Manual,Delhi,5739.0,258000.0
2018,Honda,Jazz,64906,Petrol,Auto,Kerala,8985.0,509000.0
2014,Maruti,Swift Dzire,56891,Petrol,Manual,Maharashtra,8243.0,248000.0
2013,Skoda,Rapid,82139,CNG,Auto,Tamil Nadu,,264000.0
2019,Mahindra,XUV300,46536,Diesel,Manual,Karnataka,12886.0,730000.0
2017,Maruti,Swift,41239,Petrol,Manual,Chandigarh,7440.0,381000.0
2024,Maruti,Grand Vitara,18449,Petrol,Manual,West Bengal,15753.0,920000.0
2016,Mahindra,TUV300,73742,Diesel,Manual,Maharashtra,10060.0,382000.0
2014,Hyundai,Elite i20,107792,Petrol,Manual,Gujarat,11131.0,335000.0
2022,Skoda,KUSHAQ,42840,Petrol,Manual,Gujarat,10492.0,594000.0
2022,Hyundai,VENUE,69079,Diesel,Manual,Haryana,13946.0,790000.0
2017,Hyundai,Eon,132347,Petrol,Manual,Gujarat,4004.0,180000.0
2016,Maruti,Swift,94556,Petrol,Manual,Haryana,7563.0,340000.0
2019,Tata,NEXON,88771,Petrol,Manual,Tamil Nadu,8120.0,460000.0
2012,Ford,Figo,104374,Petrol,Manual,Maharashtra,14927.0,168000.0
2018,Maruti,Alto K10,57189,Petrol,Auto,Haryana,4921.0,279000.0
2018,Maruti,Alto 800,25858,Petrol,Manual,Karnataka,4572.0,259000.0
2023,Hyundai,VENUE,89108,Petrol,Manual,Maharashtra,12498.0,708000.0
2021,Volkswagen,TAIGUN,69800,Petrol,Manual,Maharashtra,14623.0,854000.0
2017,Hyundai,Eon,65107,Petrol,Manual,Maharashtra,4047.0,207000.0
2016,Hyundai,Elite i20,64082,Petrol,Manual,Maharashtra,8566.0,385000.0
2022,Mahindra,XUV300,17740,Diesel,Auto,Punjab,13081.0,741000.0
2018,Jeep,Compass,40683,Petrol,Manual,Maharashtra,11093.0,628000.0
2023,Maruti,Alto,23353,Petrol,Manual,Delhi,5216.0,296000.0
2017,Maruti,S Cross,56708,Diesel,Manual,Haryana,9988.0,449000.0
2017,Volkswagen,Ameo,148441,Diesel,Auto,Maharashtra,6335.0,285000.0
2015,Hyundai,Elite i20,54437,Petrol,Manual,Delhi,8764.0,333000.0
2019,Renault,Kwid,30503,Petrol,Manual,Maharashtra,4075.0,231000.0
2017,Maruti,Wagon R 1.0,101975,CNG,Manual,Maharashtra,6241.0,237000.0
2022,Hyundai,Verna,73143,Diesel,Auto,West Bengal,12945.0,733000.0
2021,Maruti,Dzire,103849,Petrol,Manual,Telangana,10588.0,476000.0
2022,Maruti,Dzire,26000,Petrol,Manual,Maharashtra,8844.0,501000.0
2015,Maruti,Wagon R 1.0,95668,CNG,Manual,Maharashtra,10364.0,220000.0
2019,Maruti,Vitara Brezza,83564,Diesel,Auto,Maharashtra,12196.0,691000.0
2017,Volkswagen,Polo,70942,Petrol,Manual,Karnataka,8876.0,454000.0
2019,Toyota,YARIS,127430,Petrol,Manual,Tamil Nadu,10166.0,457000.0
2024,Maruti,New Wagon-R,6067,Petrol,Auto,West Bengal,8032.0,455000.0
2017,Jeep,Compass,91443,Diesel,Manual,Gujarat,13569.0,610000.0
2019,Hyundai,NEW SANTRO,81399,Petrol,Manual,West Bengal,4069.0,230000.0
2020,Maruti,Baleno,81601,Petrol,Auto,Delhi,8562.0,485000.0
2013,Maruti,Swift Dzire,93343,CNG,Manual,Maharashtra,,274000.0
2022,Toyota,URBAN CRUISER HYRYDER,88449,Petrol,Auto,Uttar Pradesh,18835.0,1100000.0
2019,Hyundai,NEW SANTRO,55760,Petrol,Manual,Gujarat,4608.0,261000.0
2022,Honda,City,87931,CNG,Auto,Haryana,14897.0,870000.0
2016,Hyundai,Elite i20,113330,Diesel,Manual,Karnataka,12224.0,464000.0
2021,Toyota,URBAN CRUISER,81951,Petrol,Manual,Maharashtra,11245.0,637000.0
2018,Hyundai,Elite i20,100528,Petrol,Manual,Madhya Pradesh,8675.0,390000.0
2021,Mahindra,Thar,51580,Petrol,Auto,West Bengal,14440.0,843000.0
2018,Renault,Kwid,57921,Petrol,Manual,Tamil Nadu,4678.0,265000.0
2016,Maruti,Swift,95146,Petrol,Manual,West Bengal,4738.0,213000.0
2019,Datsun,Redi Go,72455,Petrol,Manual,Kerala,2224.0,126000.0
2023,Maruti,Grand Vitara,65480,CNG,Manual,Maharashtra,17979.0,1050000.0
2018,Tata,Tiago,54187,Petrol,Manual,Haryana,4749.0,269000.0
2016,Honda,Jazz,56400,Petrol,Manual,Madhya Pradesh,7897.0,355000.0
2019,Maruti,Baleno,69752,Petrol,Manual,Madhya Pradesh,7860.0,445000.0
2017,Maruti,Wagon R 1.0,79888,Petrol,Auto,Karnataka,7447.0,381000.0
2019,Maruti,Swift,20580,Petrol,Manual,West Bengal,7059.0,400000.0
2018,Maruti,Alto 800,43035,Petrol,Manual,Telangana,3795.0,215000.0
2024,Tata,NEXON,37551,Petrol,Auto,Gujarat,17830.0,1041000.0
2021,Maruti,Swift,77819,Petrol,Manual,Delhi,7449.0,422000.0
2018,Hyundai,Grand i10,50519,Petrol,Manual,Uttar Pradesh,6182.0,350000.0
2020,Hyundai,VENUE,32411,Petrol,Manual,Bihar,11209.0,635000.0
2016,Hyundai,Eon,61900,Petrol,Manual,Delhi,4160.0,187000.0
2013,Maruti,Alto 800,19958,Petrol,Manual,Karnataka,8906.0,189000.0
2016,Volkswagen,Ameo,66761,Petrol,Manual,Karnataka,8747.0,393000.0
2022,Maruti,Baleno,70833,Petrol,Manual,Telangana,8650.0,490000.0
2016,Maruti,Celerio,87893,Petrol,Manual,Karnataka,7007.0,315000.0
2013,Volkswagen,Polo,92944,Petrol,Manual,Tamil Nadu,10827.0,230000.0
2022,Mahindra,BOLERO NEO,48901,Diesel,Manual,Punjab,11333.0,642000.0
2018,Maruti,Celerio X,20605,Petrol,Manual,Tamil Nadu,6302.0,357000.0
2016,Hyundai,i20 Active,49644,Petrol,Manual,Tamil Nadu,10746.0,483000.0
2023,Maruti,Baleno,19032,Petrol,Manual,Tamil Nadu,12092.0,685000.0
2017,Ford,Ecosport,90376,Diesel,Manual,Gujarat,7548.0,339000.0
2022,Tata,NEXON,38517,Petrol,Manual,Karnataka,13240.0,750000.0
2024,Maruti,FRONX,7554,Petrol,Auto,Bihar,13151.0,745000.0
2020,Datsun,Go,39219,Petrol,Manual,Tamil Nadu,5967.0,338000.0
2016,Volkswagen,Polo,73493,Petrol,Manual,Tamil Nadu,7011.0,315000.0
2021,Maruti,Alto,55172,CNG,Manual,Gujarat,5318.0,301000.0
2019,Maruti,Vitara Brezza,28376,Diesel,Manual,Karnataka,14092.0,823000.0
2025,Tata,Tiago,4416,Petrol,Manual,Uttar Pradesh,8548.0,484000.0
2013,Maruti,Alto 800,25432,CNG,Manual,Maharashtra,,182000.0
2017,Maruti,IGNIS,14249,Petrol,Manual,Telangana,7042.0,360000.0
2017,Hyundai,Elite i20,90588,Petrol,Manual,Haryana,7367.0,377000.0
2018,Tata,NEXON,112315,Diesel,Manual,Telangana,9877.0,444000.0
2018,Maruti,IGNIS,53165,Petrol,Auto,Karnataka,7326.0,415000.0
2020,Honda,WR-V,60453,Petrol,Manual,Haryana,9709.0,550000.0
2018,Ford,Figo Aspire,45378,Diesel,Manual,Bihar,6681.0,342000.0
2015,Maruti,Alto 800,49120,Petrol,Manual,Kerala,5235.0,199000.0
2015,Hyundai,Grand i10,61350,Petrol,Auto,Karnataka,8875.0,337000.0
2016,Maruti,Ciaz,95901,Petrol,Manual,Gujarat,7952.0,358000.0
2016,Hyundai,Verna,69543,Petrol,Auto,Gujarat,9009.0,405000.0
2020,Maruti,Dzire,77670,Petrol,Auto,Telangana,8261.0,468000.0
2014,Honda,Amaze,119307,Diesel,Manual,Telangana,10913.0,232000.0
2016,Maruti,Ciaz,53859,Petrol,Manual,Maharashtra,10682.0,480000.0
2013,Renault,Duster,111669,Diesel,Manual,Tamil Nadu,24810.0,279000.0
2023,Maruti,Alto K10,38611,Petrol,Manual,Maharashtra,6549.0,371000.0
2016,Hyundai,Creta,101744,Petrol,Auto,Gujarat,10807.0,486000.0
2018,Datsun,Redi Go,61237,Petrol,Manual,Tamil Nadu,3901.0,221000.0
2023,Renault,Kwid,46846,Petrol,Manual,Tamil Nadu,7202.0,408000.0
2014,Hyundai,Grand i10,62932,Petrol,Manual,Delhi,9409.0,283000.0
2020,Maruti,New Wagon-R,38425,Petrol,Manual,Tamil Nadu,7626.0,432000.0
2025,Tata,ALTROZ,9104,Petrol,Manual,Gujarat,12798.0,725000.0
2017,Maruti,Dzire,88462,Petrol,Manual,Madhya Pradesh,9775.0,500000.0
2020,Hyundai,GRAND I10 NIOS,27128,Petrol,Manual,Bihar,7502.0,425000.0
2016,Maruti,Swift,72548,Petrol,Manual,Delhi,5828.0,262000.0
2018,Hyundai,Elite i20,123137,Petrol,Manual,Tamil Nadu,8453.0,380000.0
2013,Hyundai,i20,95576,Diesel,Manual,Karnataka,25411.0,286000.0
2021,KIA,SONET,24583,Petrol,Manual,West Bengal,10856.0,615000.0
2022,Nissan,MAGNITE,47499,Petrol,Manual,Uttar Pradesh,8282.0,469000.0
2015,Maruti,Wagon R 1.0,57209,Petrol,Manual,Delhi,5745.0,218000.0
2021,Nissan,MAGNITE,27692,Petrol,Auto,Tamil Nadu,11333.0,642000.0
2014,Maruti,Wagon R 1.0,44453,Petrol,Manual,Rajasthan,7805.0,235000.0
2019,Renault,Kwid,71096,Petrol,Manual,Karnataka,4731.0,268000.0
2015,Hyundai,Grand i10,59847,CNG,Manual,Delhi,12419.0,264000.0
2013,Maruti,Alto 800,50143,Petrol,Manual,Maharashtra,7588.0,161000.0
2012,Maruti,Wagon R 1.0,64643,CNG,Manual,Maharashtra,,219000.0
2018,Maruti,Dzire,36218,Petrol,Auto,Karnataka,8191.0,464000.0
2022,Hyundai,Creta,85647,Petrol,Manual,Haryana,14657.0,856000.0
2012,Volkswagen,Polo,100825,Petrol,Manual,Maharashtra,15371.0,173000.0
2014,Maruti,Alto 800,70398,Petrol,Manual,Tamil Nadu,6975.0,210000.0
2018,Honda,Amaze,39340,Petrol,Auto,Maharashtra,8367.0,474000.0
2020,Ford,Ecosport,59560,Petrol,Manual,Tamil Nadu,10468.0,593000.0
2021,Maruti,Ertiga,108646,CNG,Manual,Karnataka,17351.0,780000.0
2020,Hyundai,AURA,66459,Diesel,Auto,Uttar Pradesh,9389.0,532000.0
2017,Honda,WR-V,98677,Diesel,Manual,Karnataka,12257.0,551000.0
2015,Volkswagen,Vento,68636,Petrol,Manual,Karnataka,11588.0,440000.0
2017,Volkswagen,Polo,104458,Petrol,Auto,Gujarat,8064.0,362000.0
2017,Maruti,Ciaz,33005,Petrol,Manual,Gujarat,9000.0,460000.0
2018,Datsun,Redi Go,23970,Petrol,Manual,Delhi,2824.0,160000.0
2015,Honda,Amaze,73580,CNG,Manual,Uttar Pradesh,11607.0,247000.0
2020,Maruti,Baleno,115348,Petrol,Manual,Telangana,10366.0,466000.0
2015,Maruti,Swift Dzire,57890,Petrol,Manual,Delhi,6320.0,240000.0
2016,Honda,City,84551,Petrol,Auto,Tamil Nadu,11523.0,518000.0
2014,Ford,Ecosport,118840,Diesel,Manual,Karnataka,15817.0,336000.0
2022,KIA,SELTOS,84971,Diesel,Manual,Haryana,16027.0,842000.0
2016,Maruti,Baleno,46313,Petrol,Manual,Karnataka,8942.0,402000.0
2023,KIA,SONET,19847,Petrol,Manual,Rajasthan,13946.0,790000.0
2016,Hyundai,Grand i10,26981,Petrol,Manual,Delhi,5784.0,260000.0
2014,Maruti,Swift,19993,Petrol,Manual,Uttar Pradesh,9466.0,285000.0
2025,Tata,ALTROZ,5210,Petrol,Auto,Madhya Pradesh,14811.0,865000.0
2013,Hyundai,Eon,40001,Petrol,Manual,Bihar,6967.0,148000.0
2023,Tata,TIAGO NRG,24350,Petrol,Auto,Karnataka,10155.0,575000.0
2018,Maruti,Ciaz,64021,Petrol,Manual,Haryana,7149.0,405000.0
2017,Maruti,Alto 800,40090,Petrol,Manual,Maharashtra,4536.0,232000.0
2023,Honda,Amaze,26288,CNG,Manual,Haryana,11969.0,678000.0
2013,Hyundai,i10,34407,Petrol,Manual,Uttar Pradesh,7955.0,169000.0
2013,Maruti,Wagon R 1.0,83871,Petrol,Manual,Maharashtra,9368.0,199000.0
2013,Maruti,Swift Dzire,90181,Diesel,Manual,Karnataka,30653.0,345000.0
2017,Tata,Tiago,146478,Petrol,Manual,Karnataka,6206.0,279000.0
2017,Hyundai,Verna,48402,Petrol,Manual,Maharashtra,9384.0,480000.0
2015,Maruti,Swift Dzire,49923,Petrol,Manual,Maharashtra,9586.0,364000.0
2023,Tata,NEXON,17001,Petrol,Manual,Karnataka,13893.0,787000.0
2014,Maruti,Ritz,72014,Petrol,Manual,Uttar Pradesh,5055.0,152000.0
2015,Hyundai,Santa Fe,81011,Diesel,Auto,Karnataka,30938.0,945000.0
2021,Hyundai,NEW I20,21968,Petrol,Auto,Karnataka,12864.0,729000.0
2015,Maruti,Swift,79135,Diesel,Manual,Madhya Pradesh,10961.0,330000.0
2018,Hyundai,Xcent,55716,Petrol,Manual,Chandigarh,6708.0,380000.0
2016,Maruti,Wagon R 1.0,128887,Petrol,Manual,Maharashtra,4249.0,191000.0
2017,Renault,Kwid,128262,CNG,Manual,Maharashtra,5398.0,205000.0
2017,Maruti,Wagon R 1.0,94685,Petrol,Auto,Karnataka,5764.0,295000.0
2015,Hyundai,i10,75430,Petrol,Manual,Delhi,5767.0,219000.0
2022,Maruti,New Wagon-R,109976,CNG,Manual,Maharashtra,8764.0,394000.0
2023,Tata,Tiago,29883,Petrol,Manual,Kerala,8050.0,456000.0
2021,Tata,ALTROZ,75831,Diesel,Manual,Telangana,10988.0,622000.0
2019,Honda,City,44916,Petrol,Auto,Karnataka,12463.0,706000.0
2022,KIA,SONET,24519,Petrol,Manual,Karnataka,12577.0,712000.0
2020,Ford,Ecosport,72267,Diesel,Manual,Karnataka,12092.0,685000.0
2014,Hyundai,Grand i10,86523,Petrol,Manual,Uttar Pradesh,7307.0,220000.0
2017,Maruti,Wagon R 1.0,97744,Petrol,Manual,Haryana,4164.0,213000.0
2013,Hyundai,i10,94389,CNG,Manual,Maharashtra,,157000.0
2015,Hyundai,Elite i20,29622,Petrol,Manual,Kerala,10343.0,393000.0
2018,Maruti,Dzire,39181,Petrol,Manual,Haryana,7164.0,406000.0
2020,Maruti,Baleno,49237,Petrol,Manual,Maharashtra,9405.0,533000.0
2022,Maruti,New Wagon-R,94895,CNG,Manual,Haryana,7167.0,406000.0
2022,Tata,ALTROZ,39977,Petrol,Manual,Gujarat,7562.0,428000.0
2018,Nissan,Micra Active,63439,Petrol,Manual,West Bengal,4423.0,251000.0
2021,Mahindra,Thar,25244,Petrol,Auto,Gujarat,15256.0,891000.0
2019,Tata,NEXON,21376,Petrol,Manual,Bihar,7843.0,444000.0
2019,Hyundai,Elite i20,54982,Petrol,Manual,Gujarat,8385.0,475000.0
2016,Tata,Nano,45511,Petrol,Auto,Karnataka,3759.0,169000.0
2024,Maruti,Ciaz,37070,Petrol,Manual,Uttar Pradesh,12925.0,732000.0
2021,Honda,Amaze,46683,Petrol,Auto,Karnataka,10359.0,587000.0
2016,Honda,Jazz,69887,Petrol,Manual,Maharashtra,8315.0,374000.0
2017,Ford,Ecosport,76054,Diesel,Manual,Madhya Pradesh,10121.0,455000.0
2023,Hyundai,NEW I20,54110,Petrol,Manual,Bihar,10327.0,585000.0
2016,Hyundai,i20 Active,79914,Petrol,Manual,Karnataka,11105.0,499000.0
2018,Maruti,Baleno,30054,Petrol,Manual,Delhi,6899.0,391000.0
2023,Tata,PUNCH,30699,Petrol,Auto,Punjab,11933.0,676000.0
2015,Honda,City,80810,Petrol,Manual,Gujarat,8949.0,340000.0
2018,Hyundai,Grand i10,96033,Petrol,Manual,Gujarat,6646.0,376000.0
2021,Renault,Kiger,18089,Petrol,Manual,Karnataka,9934.0,563000.0
2017,Tata,Tiago,115224,Petrol,Auto,Maharashtra,6257.0,281000.0
2020,Renault,Kwid,44906,Petrol,Auto,Tamil Nadu,6199.0,351000.0
2014,Hyundai,Xcent,71613,Petrol,Manual,Delhi,7374.0,222000.0
2021,Renault,Kwid,14474,Petrol,Manual,Maharashtra,5614.0,318000.0
2019,KIA,SELTOS,68348,Diesel,Manual,Tamil Nadu,14982.0,875000.0
2014,Skoda,Rapid,39036,Petrol,Manual,Maharashtra,9447.0,284000.0
2012,Hyundai,i10,66074,Petrol,Manual,Gujarat,13084.0,147000.0
2017,Hyundai,i20 Active,74502,Petrol,Manual,Tamil Nadu,8837.0,452000.0
2014,Maruti,Swift Dzire,63567,Petrol,Manual,Delhi,8403.0,253000.0
2023,Maruti,FRONX,112137,Petrol,Manual,Telangana,14017.0,630000.0
2015,Maruti,Swift,104995,Petrol,Manual,Delhi,7012.0,266000.0
2021,Hyundai,VENUE,57326,Petrol,Manual,Tamil Nadu,11781.0,667000.0
2015,Maruti,Swift,28712,Petrol,Manual,Delhi,8410.0,319000.0
2021,Renault,Kwid,50943,CNG,Manual,Maharashtra,5468.0,310000.0
2019,Hyundai,Grand i10,61367,Petrol,Manual,Delhi,6352.0,360000.0
2016,Honda,City,44977,Petrol,Manual,Maharashtra,9877.0,444000.0
2012,Maruti,Wagon R 1.0,95606,Petrol,Manual,Bihar,15104.0,170000.0
2023,Hyundai,AURA,20216,Petrol,Auto,Tamil Nadu,10945.0,620000.0
2016,Maruti,Swift,33513,Petrol,Manual,Delhi,6206.0,279000.0
2023,Honda,Amaze,35056,Petrol,Auto,Tamil Nadu,11704.0,663000.0
2020,Honda,Amaze,28816,Petrol,Manual,Delhi,8014.0,454000.0
2023,Mahindra,Thar,3301,Diesel,Manual,Maharashtra,24999.0,1460000.0
2020,Maruti,Dzire,61072,Petrol,Manual,Tamil Nadu,9175.0,520000.0
2021,Nissan,MAGNITE,38103,Petrol,Manual,Telangana,9003.0,510000.0
2023,Maruti,Eeco,125308,Petrol,Manual,Uttar Pradesh,8475.0,381000.0
2017,Honda,City,28323,Petrol,Auto,Haryana,9404.0,481000.0
2015,Ford,New Figo,75224,Petrol,Manual,Telangana,7373.0,280000.0
2018,Hyundai,Elite i20,142578,CNG,Manual,Haryana,8090.0,364000.0
2021,Renault,TRIBER,40432,Petrol,Manual,Karnataka,9356.0,530000.0
2015,Skoda,Octavia,108777,Petrol,Auto,Karnataka,17196.0,653000.0
2022,Tata,Safari,66510,Diesel,Manual,Uttar Pradesh,20257.0,1064000.0
2022,Hyundai,AURA,45032,Petrol,Manual,Rajasthan,10150.0,575000.0
2019,Maruti,Swift,112500,Petrol,Auto,Telangana,8653.0,389000.0
2018,Maruti,Wagon R 1.0,22259,Petrol,Auto,Delhi,4855.0,275000.0
2023,Hyundai,GRAND I10 NIOS,11027,Petrol,Auto,Delhi,10483.0,594000.0
2017,Renault,Kwid,117607,Petrol,Manual,Kerala,3804.0,171000.0
2019,Maruti,Celerio,67299,Petrol,Manual,Karnataka,6659.0,377000.0
2013,Maruti,Zen Estilo,107119,CNG,Manual,Maharashtra,,159000.0
2019,Volkswagen,Polo,50774,Petrol,Manual,Delhi,8791.0,498000.0
2022,KIA,SELTOS,98623,Diesel,Auto,Maharashtra,20290.0,1185000.0
2023,Tata,Tiago,23135,Petrol,Auto,Maharashtra,9636.0,546000.0
2018,Maruti,Alto 800,23509,Petrol,Manual,Tamil Nadu,4325.0,245000.0
2014,Maruti,Alto 800,29292,Petrol,Manual,Andhra Pradesh,5680.0,171000.0
2014,Maruti,Swift,55967,Petrol,Manual,Andhra Pradesh,10928.0,329000.0
2018,Skoda,Rapid,75059,Petrol,Auto,Maharashtra,7785.0,441000.0
2021,MG,HECTOR,35992,Diesel,Manual,Karnataka,18852.0,1101000.0
2017,Ford,New Figo,36596,Petrol,Manual,Gujarat,5767.0,295000.0
2014,Maruti,Wagon R 1.0,70245,CNG,Manual,Delhi,16881.0,190000.0
2018,Hyundai,i20 Active,98742,Petrol,Manual,Telangana,8354.0,473000.0
2016,Hyundai,Elite i20,61356,Petrol,Manual,Gujarat,7680.0,345000.0
2024,Maruti,Alto K10,3264,Petrol,Manual,Maharashtra,6002.0,340000.0
2020,Hyundai,GRAND I10 NIOS,29636,Petrol,Auto,Karnataka,9515.0,539000.0
2016,Tata,Zest,30872,Petrol,Manual,Maharashtra,5294.0,238000.0
2022,Renault,Kwid,42204,Petrol,Manual,Madhya Pradesh,5525.0,313000.0
2016,Honda,Amaze,48646,Petrol,Auto,Tamil Nadu,8453.0,380000.0
2019,Tata,NEXON,33035,Petrol,Auto,Kerala,8915.0,505000.0
2020,Tata,Harrier,60444,Diesel,Auto,Gujarat,18459.0,1078000.0
2019,Tata,Tiago,42200,Petrol,Manual,Uttar Pradesh,5878.0,333000.0
2019,Honda,CRV,74341,Petrol,Auto,Tamil Nadu,18492.0,1080000.0
2021,Datsun,Redi Go,75534,Petrol,Manual,Tamil Nadu,4713.0,267000.0
2015,Maruti,Celerio,40079,Petrol,Auto,Maharashtra,7294.0,277000.0
2015,Ford,Ecosport,68455,Petrol,Manual,Maharashtra,7747.0,294000.0
2015,Hyundai,Eon,68938,Petrol,Manual,Rajasthan,5398.0,205000.0
2015,Honda,City,46759,Petrol,Manual,Maharashtra,11849.0,450000.0
2017,Maruti,Alto K10,66405,Petrol,Manual,Haryana,4164.0,213000.0
2012,Hyundai,i10,43211,CNG,Manual,Maharashtra,,145000.0
